id,type,label,source_row,title,subtitle,text_excerpt,confidence,aliases,mentions,iso
TOP003022,Topic,In Asia in China the companies Alibaba and Tencent via their payment arms Alipay and Tenpay are expanding their platforms for online shopping and their internet communication platforms into complete ecosystems for digital payments and financial services,1122,,,,1.0,['In Asia in China the companies Alibaba and Tencent via their payment arms Alipay and Tenpay are expanding their platforms for online shopping and their internet communication platforms into complete ecosystems for digital payments and financial services'],1.0,
TOP003023,Topic,The Eurosystem monitors both existing and planned systems assesses them against a set of objectives and where necessary fosters change,1122,,,,1.0,['The Eurosystem monitors both existing and planned systems assesses them against a set of objectives and where necessary fosters change'],1.0,
TOP003024,Topic,In a nutshell this is what I will talk about today how we can make this happen,1122,,,,1.0,['In a nutshell this is what I will talk about today how we can make this happen'],1.0,
DAT000834,Date,2015-10-26,1122,,,,,,,2015-10-26
SPE000997,Speech,Highlights of European Statistics by the ESCB - present and future,1123,Highlights of European Statistics by the ESCB - present and future,"by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the Single Supervisory Mechanism,at World Statistics Day 2015,20 October 2015","Highlights of European Statistics by the ESCB – present and future Speech by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the Single Supervisory Mechanism,at World Statistics Day 2015,20 October 2015 Introduction Ladies and gentlemen, It is a great pleasure to welcome you on behalf of the Executive Board of the EUROPEA",,,,
TOP003025,Topic,Finally as a banking supervisor I can assure you that supervisors rely on data for all aspects of their daily work,1123,,,,1.0,['Finally as a banking supervisor I can assure you that supervisors rely on data for all aspects of their daily work'],1.0,
TOP003026,Topic,And credibility as we all know is one of the most treasured assets of a central bank,1123,,,,1.0,['And credibility as we all know is one of the most treasured assets of a central bank'],1.0,
TOP003027,Topic,national statistical institutes,1123,,,,1.0,"['National Statistical Institutes', 'national statistical institutes']",3.0,
DAT000835,Date,2015-10-20,1123,,,,,,,2015-10-20
SPE000998,Speech,Towards a political convergence process in the euro area,1124,Towards a political convergence process in the euro area,"by Benoît Cœuré, Member of the Executive Board of the EUROPEAN CENTRAL BANK,at the Interparliamentary Conference “Towards a Progressive Europe”,Berlin, 16 October 2015","Towards a political convergence process in the euro area Speech by Benoît Cœuré, Member of the Executive Board of the EUROPEAN CENTRAL BANK,at the Interparliamentary Conference “Towards a Progressive Europe”,Berlin, 16 October 2015 *** The effectiveness of the EUROPEAN CENTRAL BANK’s action rests on the ""M"" in the EMU being kept free from political interference. But for this to be secured in a las",,,,
TOP003028,Topic,Towards a political convergence process in the euro area by Beno t C ur Member of the Executive Board of the EUROPEAN CENTRAL BANK at the Interparliamentary Conference Towards a Progressive Europe Berlin 16 October 2015 Towards a political convergence process in the euro area Speech by Beno t C ur Member of the Executive Board of the EUROPEAN CENTRAL BANK at the Interparliamentary Conference Towards a Progressive Europe Berlin 16 October 2015 The effectiveness of the EUROPEAN CENTRAL BANK s action rests on the M in the EMU being kept free from political interference,1124,,,,1.0,['Towards a political convergence process in the euro area by Beno t C ur Member of the Executive Board of the EUROPEAN CENTRAL BANK at the Interparliamentary Conference Towards a Progressive Europe Berlin 16 October 2015 Towards a political convergence process in the euro area Speech by Beno t C ur Member of the Executive Board of the EUROPEAN CENTRAL BANK at the Interparliamentary Conference Towards a Progressive Europe Berlin 16 October 2015 The effectiveness of the EUROPEAN CENTRAL BANK s action rests on the M in the EMU being kept free from political interference'],1.0,
TOP003029,Topic,labour market legislation,1124,,,,1.0,['labour market legislation'],1.0,
DAT000836,Date,2015-10-16,1124,,,,,,,2015-10-16
SPE000999,Speech,Divergent monetary policies and the world economy,1125,Divergent monetary policies and the world economy,"Keynote address by Vítor Constâncio, Vice-President of the EUROPEAN CENTRAL BANK, at the conference organised by FEDERAL RESERVE/EUROPEAN CENTRAL BANK/FEDERAL RESERVE Dallas/HKMA in Hong Kong, 15 October 2015","Divergent monetary policies and the world economy Keynote address by Vítor Constâncio, Vice-President of the EUROPEAN CENTRAL BANK, at the conference organised by FEDERAL RESERVE/EUROPEAN CENTRAL BANK/FEDERAL RESERVE Dallas/HKMA in Hong Kong, 15 October 2015 *** We live in an increasingly globalised world. The responsiveness of financial markets to monetary policy announcements is prima facie evid",,,,
TOP003030,Topic,This entails that we as policymakers have to rise to the challenge of conducting monetary policy in the presence of these unintended side effects,1125,,,,1.0,['This entails that we as policymakers have to rise to the challenge of conducting monetary policy in the presence of these unintended side effects'],1.0,
TOP003031,Topic,Consider for example the impact of a UNITED STATES dollar appreciation resulting from a tightening in UNITED STATES monetary policy,1125,,,,1.0,['Consider for example the impact of a UNITED STATES dollar appreciation resulting from a tightening in UNITED STATES monetary policy'],1.0,
TOP003032,Topic,the increasing international fragmentation,1125,,,,1.0,['the increasing international fragmentation'],1.0,
DAT000837,Date,2015-10-15,1125,,,,,,,2015-10-15
SPE001000,Speech,The future of Europe's financial market infrastructure: the Eurosystem's Vision 2020,1126,The future of Europe's financial market infrastructure: the Eurosystem's Vision 2020,"by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK, <br>Singapore, 14 October 2015","The future of Europe’s financial market infrastructure: the Eurosystem’s Vision 2020 Speech by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK, Singapore, 14 October 2015 Ladies and gentlemen, members of the panel, The beauty of innovation is that it never ends. Even the best ideas can be enhanced and complemented. The Eurosystem, the euro area’s network of central banks, h",,,,
TOP003033,Topic,But the reason why so many of United States now have a smartphone in our pockets is because the innovation did not end there someone had the idea to combine these tools into a single device,1126,,,,1.0,['But the reason why so many of United States now have a smartphone in our pockets is because the innovation did not end there someone had the idea to combine these tools into a single device'],1.0,
TOP003034,Topic,The Eurosystem could also consider a possible service expansion in this context at least on the settlement layer in order to meet the needs of potential future instant payment providers,1126,,,,1.0,['The Eurosystem could also consider a possible service expansion in this context at least on the settlement layer in order to meet the needs of potential future instant payment providers'],1.0,
TOP003035,Topic,With the action plan published at the end of September the European Commission has transformed its vision into concrete steps,1126,,,,1.0,['With the action plan published at the end of September the European Commission has transformed its vision into concrete steps'],1.0,
DAT000838,Date,2015-10-14,1126,,,,,,,2015-10-14
SPE001001,Speech,at MNI Connect event,1127,at MNI Connect event,"by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK, <br>Singapore, 13 October 2015","at MNI Connect event Speech by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK, Singapore, 13 October 2015 Over the past few months, Europe has faced two exceptional challenges. First, there was the new adjustment programme for Greece. And second, there has been the large influx of refugees, a challenge that is very far from the competences of the European Central Bank (EUR",,,,
