id,label,name,title,date
topic:global_economic_outlook,Topic,“Global Economic Outlook,,
topic:40th_annual_g30_international_banking_seminar_opening,Topic,40th Annual G30 International Banking Seminar Opening,,
doc:7,Document,Stablecoins and monetary sovereignty,Stablecoins and monetary sovereignty,2025-10-18
speech:7,Speech,Stablecoins and monetary sovereignty,Stablecoins and monetary sovereignty,2025-10-18
person:piero_cipollone,Person,Piero Cipollone,,
org:euro50_group,ORG,Euro50 Group,,
topic:stablecoins_and_monetary_sovereignty_slides,Topic,Stablecoins and monetary sovereignty Slides,,
topic:piero_cipollone,Topic,Piero Cipollone,,
topic:euro50_group_meeting,Topic,Euro50 Group meeting,,
doc:8,Document,IMFC Statement,IMFC Statement,2025-10-17
speech:8,Speech,IMFC Statement,IMFC Statement,2025-10-17
date:2025_10_17,Date,2025-10-17,,
org:the_international_monetary_and_financial_committee,ORG,the International Monetary and Financial Committee,,
org:the_international_monetary_and_financial_committee_imf_annual_meetings,ORG,the International Monetary and Financial Committee IMF Annual Meetings,,
date:october,DATE,October,,
date:earlier_this_year,DATE,Earlier this year,,
date:the_first_quarter,DATE,the first quarter,,
date:the_rest_of_the_year,DATE,the rest of the year,,
date:next_year,DATE,next year,,
date:2027,DATE,2027,,
org:enrico_letta,ORG,Enrico Letta,,
org:the_european_commissions,ORG,the European Commission’s,,
date:the_previous_three_months,DATE,the previous three months,,
date:the_previous_quarter,DATE,the previous quarter,,
date:the_second_quarter_of_last_year,DATE,the second quarter of last year,,
org:the_eu_emissions_trading_system_2,ORG,the EU Emissions Trading System 2,,
org:euro,ORG,Euro,,
org:nbfi,ORG,NBFI,,
org:the_financial_stability_board,ORG,the Financial Stability Board,,
org:crypto_assets_regulation,ORG,Crypto-Assets Regulation,,
org:fsb,ORG,FSB,,
org:comprehensive_surveillance_review,ORG,Comprehensive Surveillance Review,,
org:financial_sector_assessment_program_review_and_review_of_program_design_and_conditionality,ORG,Financial Sector Assessment Program Review and Review of Program Design and Conditionality,,
date:the_past_80_years,DATE,the past 80 years,,
topic:fifty_second_meeting,Topic,fifty-second meeting,,
topic:international_monetary_and_financial_committee_imfc_statement_statement,Topic,International Monetary and Financial Committee IMFC Statement Statement,,
topic:international_monetary_and_financial_committee_imf_annual_meetings,Topic,International Monetary and Financial Committee IMF Annual Meetings,,
doc:9,Document,From crisis to collective strength: a successful decade of the Single Resolution Mechanism and the road ahead,From crisis to collective strength: a successful decade of the Single Resolution Mechanism and the road ahead,2025-10-15
speech:9,Speech,From crisis to collective strength: a successful decade of the Single Resolution Mechanism and the road ahead,From crisis to collective strength: a successful decade of the Single Resolution Mechanism and the road ahead,2025-10-15
date:2025_10_15,Date,2025-10-15,,
person:luis_de_guindos,Person,Luis de Guindos,,
org:the_single_resolution,ORG,the Single Resolution,,
org:srm,ORG,SRM,,
date:a_decade_ago,DATE,A decade ago,,
org:the_single_supervisory_mechanism,ORG,the Single Supervisory Mechanism,,
date:ten_years,DATE,Ten years,,
date:a_decade,DATE,a decade,,
date:the_past_decade,DATE,the past decade,,
date:ten_years_ago,DATE,ten years ago,,
date:daily,DATE,daily,,
date:the_past_ten_years,DATE,the past ten years,,
org:single_resolution_fund,ORG,Single Resolution Fund,,
org:banco_popular,ORG,Banco Popular,,
loc:spain,GPE,Spain,,
org:the_single_resolution_board,ORG,the Single Resolution Board,,
org:srb,ORG,SRB,,
org:the_single_resolution_fund,ORG,the Single Resolution Fund,,
org:the_european_stability_mechanism,ORG,the European Stability Mechanism,,
org:esm,ORG,ESM,,
org:esm_treaty,ORG,ESM Treaty,,
org:edis,ORG,EDIS,,
person:mario_draghis,PERSON,Mario Draghi’s,,
date:a_year_ago,DATE,a year ago,,
org:the_single_market,ORG,the Single Market,,
org:the_european_securities_and_markets_authority,ORG,the European Securities and Markets Authority,,
date:the_next_ten_years,DATE,The next ten years,,
date:next_decade,DATE,next decade,,
topic:collective_strength,Topic,collective strength,,
topic:successful_decade,Topic,successful decade,,
topic:single_resolution_mechanism,Topic,Single Resolution Mechanism,,
topic:road_ahead_opening_address,Topic,road ahead  Opening address,,
topic:luis_de_guindos,Topic,Luis de Guindos,,
doc:10,Document,The Asset Holdings of Euro Area Households,The Asset Holdings of Euro Area Households,2025-10-09
speech:10,Speech,The Asset Holdings of Euro Area Households,The Asset Holdings of Euro Area Households,2025-10-09
date:2025_10_09,Date,2025-10-09,,
org:the_asset_holdings_of_euro_area_households_slides,ORG,The Asset Holdings of Euro Area Households Slides,,
topic:euro_area,Topic,Euro Area,,
topic:irish_association,Topic,Irish Association,,
doc:11,Document,Turning openness into strength: the moment of the euro,Turning openness into strength: the moment of the euro,2025-10-07
speech:11,Speech,Turning openness into strength: the moment of the euro,Turning openness into strength: the moment of the euro,2025-10-07
date:2025_10_07,Date,2025-10-07,,
org:france_turning,ORG,France Turning,,
loc:france,GPE,France,,
date:7_october_2025,DATE,7 October 2025,,
person:john_connally,PERSON,John Connally,,
person:nixon,PERSON,Nixon,,
org:treasury,ORG,Treasury,,
date:half_a_century_later,DATE,Half a century later,,
person:bretton_woods,PERSON,Bretton Woods,,
date:the_first_two_decades,DATE,the first two decades,,
date:the_first_decade,DATE,the first decade,,
date:the_start_of_the_third_decade,DATE,the start of the third decade,,
org:the_us_administrations,ORG,the US Administration’s,,
org:eurchf,ORG,EUR/CHF,,
org:eurjpy,ORG,EUR/JPY,,
org:aaa,ORG,AAA,,
date:2009,DATE,2009,,
loc:washington,GPE,Washington,,
date:the_last_twenty_years,DATE,the last twenty years,,
org:antoine_de_saint_exupery,ORG,Antoine de Saint-Exupéry,,
date:june_rey,DATE,June Rey,,
person:h_et_al,PERSON,H. et al,,
org:the_us_government,ORG,the US Government,,
person:jiang,PERSON,Jiang,,
person:z,PERSON,Z.,,
loc:lustig,GPE,Lustig,,
date:76,DATE,76,,
date:1049_1089,DATE,1049-1089,,
person:chen,PERSON,Chen,,
person:z_et_al,PERSON,Z. et al,,
org:the_global_equity_safe_haven,ORG,the Global Equity Safe Haven,,
date:30_january,DATE,30 January,,
loc:swegal,GPE,Swegal,,
org:monthly_labor_review,ORG,Monthly Labor Review,,
org:us_bureau,ORG,U.S. Bureau,,
org:labor_statistics,ORG,Labor Statistics,,
org:european_investment_bank,ORG,European Investment Bank,,
org:investment_report,ORG,Investment Report,,
date:5_march,DATE,5 March,,
org:joint_research_centre,ORG,Joint Research Centre,,
date:22_february,DATE,22 February,,
date:28_may,DATE,28 May,,
org:gallup,ORG,Gallup,,
topic:moment,Topic,moment,,
topic:euro,Topic,euro,,
topic:business_france_event,Topic,Business France event,,
doc:12,Document,Hearing of the Committee on Economic and Monetary Affairs of the European Parliament,Hearing of the Committee on Economic and Monetary Affairs of the European Parliament,2025-10-06
speech:12,Speech,Hearing of the Committee on Economic and Monetary Affairs of the European Parliament,Hearing of the Committee on Economic and Monetary Affairs of the European Parliament,2025-10-06
date:2025_10_06,Date,2025-10-06,,
org:the_committee_on_economic_and_monetary_affairs,ORG,the Committee on Economic and Monetary Affairs,,
org:the_european_parliament_speech,ORG,the European Parliament Speech,,
org:the_european_parliament_hearing,ORG,the European Parliament Hearing,,
org:the_european_parliament_strasbourg,ORG,the European Parliament Strasbourg,,
date:6_october_2025,DATE,6 October 2025,,
date:the_first_half_of_the_year,DATE,the first half of the year,,
date:the_year,DATE,the year,,
date:decades,DATE,decades,,
org:the_euro1,ORG,the euro.[1],,
org:us_government,ORG,US Government,,
org:jacques_delors_centre,ORG,Jacques Delors Centre,,
org:hertie_school,ORG,Hertie School,,
loc:berlin,GPE,Berlin,,
date:26_may,DATE,26 May,,
topic:committee,Topic,Committee,,
topic:economic_and_monetary_affairs,Topic,Economic and Monetary Affairs,,
topic:european_parliament_speech,Topic,European Parliament Speech,,
doc:13,Document,The conduct of monetary policy,The conduct of monetary policy,2025-10-06
speech:13,Speech,The conduct of monetary policy,The conduct of monetary policy,2025-10-06
person:keynote,PERSON,Keynote,,
date:this_decade,DATE,this decade,,
date:2021_2024,DATE,2021-2024,,
date:the_coming_quarters,DATE,the coming quarters,,
person:chart_2,PERSON,Chart 2,,
org:neig,ORG,NEIG,,
date:several_years,DATE,several years,,
date:2024_2025,DATE,2024-2025,,
date:2022_2023,DATE,2022-2023,,
date:2026_2027,DATE,2026-2027,,
date:2021_2022,DATE,2021-2022,,
date:the_first_year,DATE,the first year,,
date:the_third_quarter_of_2025,DATE,the third quarter of 2025,,
org:chart_2_components,ORG,Chart 2 Components,,
date:the_coming_weeks,DATE,the coming weeks,,
date:months,DATE,months,,
date:april_may,DATE,April-May,,
loc:the_middle_east,LOC,the Middle East,,
date:the_coming_years,DATE,the coming years,,
org:the_corporate_telephone_survey,ORG,the Corporate Telephone Survey,,
org:cts,ORG,CTS,,
org:the_bank_lending_survey,ORG,the Bank Lending Survey,,
org:the_survey_on_access_to_finance,ORG,the Survey on Access to Finance,,
org:the_consumer_expectations_survey,ORG,the Consumer Expectations Survey,,
org:the_survey_of_professional_forecasters_spf,ORG,the Survey of Professional Forecasters (SPF,,
org:the_survey_of_monetary_analysts,ORG,the Survey of Monetary Analysts,,
org:sma,ORG,SMA,,
person:lagarde,PERSON,Lagarde,,
org:the_bank_of_finland,ORG,the Bank of Finland,,
date:last_week,DATE,last week,,
org:the_governing_council_of_the_ecb,ORG,the Governing Council of the ECB,,
person:kamps,PERSON,Kamps,,
person:nakamura,PERSON,Nakamura,,
person:riblier,PERSON,Riblier,,
person:v,PERSON,V.,,
org:steinsson_j_2025,ORG,"Steinsson, J. (2025",,
org:federal_reserve_bank,ORG,Federal Reserve Bank,,
loc:jackson_hole,GPE,Jackson Hole,,
org:bauer,ORG,Bauer,,
org:sunderam,ORG,Sunderam,,
date:2227_2278,DATE,2227-2278,,
person:speech,PERSON,Speech,,
org:the_federal_reserve_bank,ORG,the Federal Reserve Bank,,
date:24_october_2024,DATE,24 October 2024,,
org:trinity_college_dublin,ORG,Trinity College Dublin,,
date:6_march_2023,DATE,6 March 2023,,
date:november_2022,DATE,November 2022,,
loc:banbura,GPE,Bańbura,,
loc:bobeica,GPE,Bobeica,,
person:bodnar,PERSON,Bodnár,,
loc:healy,GPE,Healy,,
topic:conduct,Topic,conduct,,
topic:monetary_policy_keynote_speech,Topic,monetary policy Keynote speech,,
doc:14,Document,Resisting deregulation: safeguarding bank resilience in an evolving financial landscape,Resisting deregulation: safeguarding bank resilience in an evolving financial landscape,2025-10-03
speech:14,Speech,Resisting deregulation: safeguarding bank resilience in an evolving financial landscape,Resisting deregulation: safeguarding bank resilience in an evolving financial landscape,2025-10-03
date:2025_10_03,Date,2025-10-03,,
person:klaas_knot,PERSON,Klaas Knot,,
person:klaas_knot_amsterdam,PERSON,Klaas Knot Amsterdam,,
org:gfc,ORG,GFC,,
date:a_few_years,DATE,a few years,,
date:a_few_years_later,DATE,a few years later,,
date:just_a_few_years_later,DATE,just a few years later,,
org:silicon_valley_bank,ORG,Silicon Valley Bank,,
date:the_spring_of_2023,DATE,the spring of 2023,,
date:1999,DATE,1999,,
date:slide_4,DATE,Slide 4,,
date:slide_5,DATE,Slide 5,,
org:hedge,ORG,Hedge,,
person:klaas_knots,PERSON,Klaas Knot’s,,
org:financial_stability_board14,ORG,Financial Stability Board.[14,,
date:mid_2025,DATE,mid-2025,,
org:yields18,ORG,yields.[18,,
org:cet1,ORG,CET1,,
org:the_25th_percentile,ORG,the 25th percentile,,
date:years,DATE,Years,,
org:ecb_banking_supervision,ORG,ECB Banking Supervision,,
org:the_supervisory_review_and_evaluation_process,ORG,the Supervisory Review and Evaluation Process,,
org:the_joint_bank_reporting_committee,ORG,the Joint Bank Reporting Committee,,
date:the_past_15_years,DATE,the past 15 years,,
loc:lagarde_c_2025,GPE,"Lagarde, C. (2025",,
org:dnb,ORG,DNB,,
loc:amsterdam,GPE,Amsterdam,,
person:dovern,PERSON,Dovern,,
org:journal_of_macroeconomics,ORG,Journal of Macroeconomics,,
date:december,DATE,December,,
person:schnabel,PERSON,Schnabel,,
org:financial_cycles_risk,ORG,"Financial Cycles, Risk",,
date:january,DATE,January,,
person:viral_v,PERSON,Viral V.,,
loc:cetorelli,GPE,Cetorelli,,
person:esrb,PERSON,ESRB,,
person:eu_non_bank,PERSON,EU Non-bank,,
date:no_10_september,DATE,"No 10, September",,
date:march_2020,DATE,March 2020,,
date:no_2805,DATE,No 2805,,
person:fsb,PERSON,FSB,,
org:us_treasuries,ORG,US Treasuries,,
person:schaaf,PERSON,Schaaf,,
person:kosse,PERSON,Kosse,,
loc:glowka,GPE,Glowka,,
person:rice,PERSON,Rice,,
person:bis_papers,PERSON,BIS Papers,,
org:mexc_exchange,ORG,MEXC Exchange,,
org:no_longer_3_trillion,ORG,No Longer $3 Trillion,,
person:cap_prediction,PERSON,Cap Prediction,,
person:ahmed,PERSON,Ahmed,,
org:aldasoro,ORG,Aldasoro,,
date:no_1270,DATE,No 1270,,
person:aldasoro,PERSON,Aldasoro,,
person:cornelli,PERSON,Cornelli,,
person:ferrari_minesso,PERSON,Ferrari Minesso,,
loc:gambacorta,GPE,Gambacorta,,
person:habib,PERSON,Habib,,
org:economics_letters,ORG,Economics Letters,,
date:247c,DATE,247(C,,
person:behn,PERSON,Behn,,
person:jones,PERSON,Jones,,
loc:alsakka,GPE,Alsakka,,
org:gwilym,ORG,Gwilym,,
org:european_economic_review,ORG,European Economic Review,,
org:the_morgan_stanley_european_financials_conference,ORG,the Morgan Stanley European Financials Conference,,
org:the_goldman_sachs_european_financials_conference,ORG,the Goldman Sachs European Financials Conference,,
org:the_economics_of_payments_xiii_conference,ORG,the Economics of Payments XIII Conference,,
org:the_oesterreichische_nationalbank,ORG,the Oesterreichische Nationalbank,,
org:the_university_college_cork_economics_society_conference,ORG,the University College Cork Economics Society Conference,,
topic:resisting_deregulation,Topic,Resisting deregulation,,
topic:bank_resilience,Topic,bank resilience,,
topic:evolving_financial_landscape,Topic,evolving financial landscape,,
doc:15,Document,Monetary policy and financial stability: past lessons for future resilience,Monetary policy and financial stability: past lessons for future resilience,2025-10-03
speech:15,Speech,Monetary policy and financial stability: past lessons for future resilience,Monetary policy and financial stability: past lessons for future resilience,2025-10-03
date:3_october_2025,DATE,3 October 2025,,
person:klaas,PERSON,Klaas,,
org:de_nederlandsche_bank,ORG,De Nederlandsche Bank,,
org:financial,ORG,Financial,,
date:the_1980s,DATE,the 1980s,,
org:the_federal_reserve,ORG,the Federal Reserve,,
date:the_late_1970s,DATE,the late 1970s,,
date:earlier_in_the_decade,DATE,earlier in the decade,,
person:post_2008,PERSON,post-2008,,
date:the_decade,DATE,the decade,,
loc:netherlands,GPE,Netherlands,,
date:september_2022,DATE,September 2022,,
org:the_ecbs_governing_council,ORG,the ECB’s Governing Council,,
date:last_july,DATE,last July,,
date:same_month,DATE,same month,,
date:17_years,DATE,17 years,,
person:fsb_chair,PERSON,FSB Chair,,
org:resilience17,ORG,resilience[17,,
loc:eu,GPE,EU,,
loc:adagia,GPE,Adagia,,
date:past_centuries,DATE,past centuries,,
date:14_years,DATE,14 years,,
org:the_deutsche_bundesbank,ORG,the Deutsche Bundesbank,,
org:bankenaufsicht,ORG,Bankenaufsicht,,
date:8_november,DATE,8 November,,
date:1997,DATE,1997,,
date:early_1990s,DATE,Early 1990s,,
org:federal_deposit_insurance_corporation,ORG,Federal Deposit Insurance Corporation,,
org:fdic,ORG,FDIC,,
org:european_parliament,ORG,European Parliament,,
date:1_april_2014_31_march_2015_june,DATE,"1 April 2014-31 March 2015 , June",,
date:the_end_of_the_following_decade,DATE,the end of the following decade,,
date:september_2021,DATE,September 2021,,
org:the_transmission_protection_instrument,ORG,the Transmission Protection Instrument,,
date:21_july,DATE,21 July,,
org:office_of_financial_research,ORG,Office of Financial Research,,
org:us_financial_stability_due_to_inflation,ORG,U.S. Financial Stability Due to Inflation,,
date:6_december,DATE,6 December,,
org:world_bank,ORG,World Bank,,
date:15_september,DATE,15 September,,
loc:enria,GPE,Enria,,
org:the_world_bank,ORG,the World Bank,,
org:federal_reserve_system,ORG,Federal Reserve System,,
date:1_june,DATE,1 June,,
date:8_july,DATE,8 July,,
person:paulson,PERSON,Paulson,,
person:hm,PERSON,H.M.,,
date:2010,DATE,2010,,
org:business_plus,ORG,Business Plus,,
loc:vv,GPE,V.V.,,
date:17_18_september,DATE,17-18 September,,
loc:franceschi,GPE,Franceschi,,
person:e_et_al,PERSON,E. et al.,,
org:the_bank_of_spain,ORG,the Bank of Spain,,
org:cemfi_fifth_conference_on_financial_stability,ORG,CEMFI Fifth Conference on Financial Stability,,
loc:madrid,GPE,Madrid,,
date:11_october,DATE,11 October,,
date:20_december,DATE,20 December,,
date:10_december,DATE,10 December,,
org:nonbank_financial_intermediation_final,ORG,Nonbank Financial Intermediation: Final,,
date:9_july,DATE,9 July,,
date:17_july,DATE,17 July,,
person:stein,PERSON,Stein,,
loc:jc,GPE,J.C.,,
date:2013,DATE,2013,,
org:the_restoring_household_financial_stability,ORG,the “Restoring Household Financial Stability,,
org:the_federal_reserve_bank_of_st_louis,ORG,the Federal Reserve Bank of St. Louis,,
loc:st_louis,GPE,St. Louis,,
loc:missouri,GPE,Missouri,,
date:7_february,DATE,7 February,,
loc:goldgar,GPE,Goldgar,,
date:2007,DATE,2007,,
org:tulipmania_money_honor,ORG,"Tulipmania: Money, Honor",,
person:knowledge,PERSON,Knowledge,,
loc:the_dutch_golden_age,LOC,the Dutch Golden Age,,
org:university_of_chicago_press,ORG,University of Chicago Press,,
topic:financial_stability,Topic,financial stability,,
topic:past_lessons,Topic,past lessons,,
topic:future_resilience,Topic,future resilience,,
doc:16,Document,From charting the course to staying the course: the path ahead for climate and nature risk supervision,From charting the course to staying the course: the path ahead for climate and nature risk supervision,2025-10-01
speech:16,Speech,From charting the course to staying the course: the path ahead for climate and nature risk supervision,From charting the course to staying the course: the path ahead for climate and nature risk supervision,2025-10-01
date:2025_10_01,Date,2025-10-01,,
date:the_day,DATE,the day,,
person:mark_carneys,PERSON,Mark Carney’s,,
org:the_central_banks_and_supervisors_network,ORG,the Central Banks and Supervisors Network,,
org:ngfs,ORG,NGFS,,
date:the_next_five_years,DATE,the next five years,,
org:the_university_of_oxford,ORG,the University of Oxford,,
org:the_london_school_of_economics,ORG,the London School of Economics,,
